Retailer,Retailer ID,Invoice Date,Region,State,City,Product ID,Product,Price per Unit,Sales ID,Units Sold,Total Sales,Operating Profit,Sales Method
Walmart,1185732,2021-09-16,South,Mississippi,Jackson,OO9536,Women's Street Footwear,20.0,ADI2021916118573242EI7705,425,8500.0,3400.0,Online
Walmart,1197831,2021-02-21,South,Arkansas,Little Rock,XA8622,Women's Apparel,20.0,ADI2021221119783143XY8144,425,8500.0,3400.0,Online
Walmart,1197831,2021-10-21,South,Arkansas,Little Rock,EN7612,Men's Athletic Footwear,20.0,ADI20211021119783112RL7046,425,8500.0,2975.0,Online
Walmart,1185732,2020-05-03,Northeast,New York,New York,GD2293,Men's Street Footwear,48.0,ADI202053118573259NS0479,420,2016.0,1129.0,Outlet
Walmart,1185732,2020-04-19,Northeast,New York,New York,GI3144,Men's Street Footwear,39.0,ADI2020419118573270OP5743,408,1591.0,875.0,Outlet
Walmart,1185732,2020-04-27,Northeast,New York,New York,GV0407,Men's Street Footwear,46.0,ADI2020427118573279ZX1697,403,1854.0,1038.0,Outlet
West Gear,1185732,2021-03-10,West,Utah,Salt Lake City,IZ5266,Women's Street Footwear,20.0,ADI2021310118573200HQ2942,400,8000.0,2800.0,In-store
West Gear,1185732,2021-06-11,West,Utah,Salt Lake City,ZI2741,Women's Athletic Footwear,20.0,ADI2021611118573291FH1554,400,8000.0,3200.0,In-store
West Gear,1185732,2021-10-11,West,Utah,Salt Lake City,TQ8775,Men's Athletic Footwear,20.0,ADI20211011118573290YL5042,400,8000.0,2800.0,In-store
West Gear,1185732,2021-11-11,West,Utah,Salt Lake City,LZ6588,Men's Athletic Footwear,20.0,ADI20211111118573278EL8706,400,8000.0,2800.0,In-store
Walmart,1185732,2021-09-16,South,Mississippi,Jackson,NR2441,Women's Athletic Footwear,20.0,ADI2021916118573285RI4425,400,8000.0,3200.0,Online
Sports Direct,1197831,2021-02-21,South,Mississippi,Jackson,UA9104,Women's Street Footwear,15.0,ADI2021221119783146GM0010,400,6000.0,2400.0,Online
Foot Locker,1185732,2020-03-04,Northeast,New York,New York,CO9006,Men's Street Footwear,47.0,ADI202034118573229KP8661,400,1880.0,978.0,Outlet
Foot Locker,1185732,2020-01-25,Northeast,New York,New York,PV0841,Men's Street Footwear,40.0,ADI2020125118573244IY6505,390,1560.0,811.0,Outlet
Foot Locker,1185732,2020-01-07,Northeast,New York,New York,KN9104,Men's Street Footwear,33.0,ADI202017118573243MB7986,388,1280.0,666.0,Outlet
Foot Locker,1185732,2020-01-01,Northeast,New York,New York,RX1807,Men's Street Footwear,34.0,ADI202011118573284EE5546,384,1306.0,679.0,Outlet
Foot Locker,1185732,2021-02-07,Southeast,Georgia,Atlanta,CW7483,Men's Street Footwear,31.0,ADI202127118573292SC3169,376,1166.0,559.0,Outlet
Sports Direct,1197831,2021-08-22,South,Alabama,Birmingham,JC8586,Women's Athletic Footwear,20.0,ADI2021822119783119LG7957,375,7500.0,4125.0,Outlet
Foot Locker,1185732,2021-02-18,Midwest,Michigan,Detroit,JA9054,Women's Street Footwear,20.0,ADI2021218118573201BG4661,375,7500.0,2625.0,In-store
West Gear,1185732,2021-08-11,West,Utah,Salt Lake City,OV8801,Women's Athletic Footwear,20.0,ADI2021811118573234IJ0182,375,7500.0,3000.0,In-store
West Gear,1185732,2021-11-11,West,Utah,Salt Lake City,DP1852,Women's Athletic Footwear,20.0,ADI20211111118573276FL9089,375,7500.0,3000.0,In-store
Foot Locker,1185732,2021-04-17,South,Mississippi,Jackson,DD3902,Women's Street Footwear,15.0,ADI2021417118573251NP5520,375,5625.0,2250.0,Online
West Gear,1197831,2021-11-20,South,Arkansas,Little Rock,DH3743,Men's Athletic Footwear,15.0,ADI20211120119783197LN1998,375,5625.0,1969.0,Online
West Gear,1197831,2021-01-23,South,Arkansas,Little Rock,LT3147,Women's Street Footwear,15.0,ADI2021123119783108SG3976,375,5625.0,2250.0,Online
Foot Locker,1185732,2020-03-16,Northeast,New York,New York,FE5104,Men's Street Footwear,41.0,ADI2020316118573215HF8154,375,1538.0,800.0,Outlet
Walmart,1197831,2020-08-26,South,Texas,Houston,JF6019,Women's Street Footwear,29.0,ADI2020826119783133VS2696,374,1085.0,445.0,Outlet
Walmart,1197831,2020-09-01,South,Texas,Houston,FE9272,Women's Street Footwear,29.0,ADI202091119783115DU8826,374,1085.0,445.0,Outlet
Foot Locker,1185732,2020-01-31,Northeast,New York,New York,VK1309,Men's Street Footwear,33.0,ADI2020131118573253GQ4924,372,1228.0,663.0,Outlet
Foot Locker,1185732,2020-02-06,Northeast,New York,New York,EM2922,Men's Street Footwear,44.0,ADI202026118573201TX6069,366,1610.0,837.0,Outlet
Walmart,1185732,2020-04-19,Northeast,New York,New York,PM6400,Men's Street Footwear,56.0,ADI2020419118573293BZ1125,360,2016.0,1250.0,Online
Foot Locker,1185732,2020-03-17,Northeast,New York,New York,ED7311,Men's Athletic Footwear,37.0,ADI2020317118573246IF0757,359,1328.0,452.0,Outlet
Walmart,1185732,2020-04-18,Northeast,New York,New York,JV9346,Women's Apparel,48.0,ADI2020418118573267SE2654,355,1704.0,511.0,Outlet
Foot Locker,1185732,2020-01-25,Northeast,New York,New York,WN3218,Men's Street Footwear,46.0,ADI2020125118573236RY6886,354,1628.0,1026.0,Online
Foot Locker,1185732,2020-03-15,Northeast,New York,New York,NY3026,Women's Apparel,47.0,ADI2020315118573294BV5373,352,1654.0,447.0,Outlet
Foot Locker,1185732,2021-03-17,Midwest,Missouri,St. Louis,HL4288,Women's Street Footwear,25.0,ADI2021317118573276CG7107,350,8750.0,3063.0,In-store
Foot Locker,1185732,2021-06-18,Midwest,Missouri,St. Louis,WC1267,Women's Athletic Footwear,25.0,ADI2021618118573207XU3981,350,8750.0,3500.0,In-store
Foot Locker,1185732,2021-10-18,Midwest,Missouri,St. Louis,WR7051,Men's Athletic Footwear,25.0,ADI20211018118573241JI4211,350,8750.0,3063.0,In-store
Foot Locker,1185732,2021-11-18,Midwest,Missouri,St. Louis,KN8162,Men's Athletic Footwear,25.0,ADI20211118118573246AI8801,350,8750.0,3063.0,In-store
West Gear,1185732,2021-05-12,West,Utah,Salt Lake City,WX0050,Women's Street Footwear,25.0,ADI2021512118573221LX2876,350,8750.0,3063.0,In-store
West Gear,1185732,2021-09-12,West,Utah,Salt Lake City,EN4288,Women's Street Footwear,10.0,ADI2021912118573231HC0038,350,3500.0,1225.0,In-store
Amazon,1185732,2021-04-10,Midwest,Ohio,Columbus,DD7120,Women's Athletic Footwear,25.0,ADI2021410118573220JY5647,350,8750.0,3500.0,Online
Walmart,1185732,2021-10-18,South,Mississippi,Jackson,OT9496,Women's Athletic Footwear,25.0,ADI20211018118573286CJ1383,350,8750.0,3500.0,Online
Sports Direct,1197831,2021-02-21,South,Mississippi,Jackson,AI3473,Men's Athletic Footwear,25.0,ADI2021221119783147AF2905,350,8750.0,3063.0,Online
Walmart,1197831,2021-03-19,South,Arkansas,Little Rock,YO6171,Women's Street Footwear,10.0,ADI2021319119783175GK9426,350,3500.0,1400.0,Online
Walmart,1197831,2021-03-19,South,Arkansas,Little Rock,VO2080,Women's Apparel,25.0,ADI2021319119783179NY1402,350,8750.0,3500.0,Online
Walmart,1197831,2021-09-19,South,Arkansas,Little Rock,RD8782,Women's Street Footwear,15.0,ADI2021919119783105PZ0094,350,5250.0,2100.0,Online
West Gear,1197831,2021-02-21,South,Oklahoma,Oklahoma City,QB2526,Women's Apparel,20.0,ADI2021221119783172TU5772,350,7000.0,2800.0,Online
West Gear,1197831,2021-10-21,South,Oklahoma,Oklahoma City,RO0359,Men's Athletic Footwear,20.0,ADI20211021119783162XD8235,350,7000.0,2450.0,Online
Kohl's,1197831,2021-01-16,South,Oklahoma,Oklahoma City,NW5714,Men's Athletic Footwear,25.0,ADI2021116119783156CR8154,350,8750.0,3063.0,Online
Kohl's,1197831,2021-01-16,South,Oklahoma,Oklahoma City,TC6112,Women's Street Footwear,15.0,ADI2021116119783157JV9972,350,5250.0,1838.0,Online
Kohl's,1197831,2021-01-16,South,Oklahoma,Oklahoma City,MZ5592,Women's Apparel,25.0,ADI2021116119783135XC3533,350,8750.0,3063.0,Online
West Gear,1185732,2021-02-17,Northeast,West Virginia,Charleston,XO4436,Women's Apparel,25.0,ADI2021217118573284UZ8343,350,8750.0,3500.0,In-store
Foot Locker,1185732,2020-01-03,Northeast,New York,New York,XR4008,Women's Street Footwear,32.0,ADI202013118573295DX6713,350,1120.0,414.0,Outlet
Foot Locker,1185732,2020-01-24,Northeast,New York,New York,WN3749,Women's Apparel,36.0,ADI2020124118573271BD3576,350,1260.0,365.0,Outlet
Walmart,1185732,2020-04-20,Northeast,New York,New York,QV2229,Men's Athletic Footwear,43.0,ADI2020420118573229AZ6738,350,1505.0,497.0,Outlet
Walmart,1185732,2020-04-24,Northeast,New York,New York,TL8028,Women's Apparel,45.0,ADI2020424118573257FV8952,350,1575.0,473.0,Outlet
Walmart,1197831,2020-08-23,South,Texas,Houston,DO4395,Women's Apparel,38.0,ADI2020823119783131ZI7588,350,1330.0,758.0,Outlet
Foot Locker,1185732,2021-01-09,Southeast,Georgia,Atlanta,AG3888,Men's Street Footwear,26.0,ADI202119118573251PG7573,349,907.0,426.0,Outlet
Foot Locker,1185732,2020-03-09,Northeast,New York,New York,JK8046,Women's Apparel,46.0,ADI202039118573209ZQ5485,347,1596.0,511.0,Outlet
West Gear,1185732,2021-11-11,West,Utah,Salt Lake City,UN4167,Women's Street Footwear,20.0,ADI20211111118573269HN0307,345,6900.0,2415.0,In-store
West Gear,1128299,2021-01-06,West,California,San Francisco,KB7992,Men's Street Footwear,41.0,ADI202116112829969RL1569,341,1398.0,601.0,Outlet
Foot Locker,1185732,2020-03-05,Northeast,New York,New York,JM4113,Men's Athletic Footwear,41.0,ADI202035118573212BP1646,340,1394.0,474.0,Outlet
Walmart,1185732,2020-07-18,Northeast,New York,New York,IR1417,Women's Apparel,48.0,ADI2020718118573255JA0978,340,1632.0,490.0,Outlet
West Gear,1128299,2021-01-12,West,California,San Francisco,QC4909,Men's Street Footwear,41.0,ADI2021112112829977CT5858,338,1386.0,527.0,Outlet
Foot Locker,1185732,2020-01-01,Northeast,New York,New York,RK7735,Men's Street Footwear,47.0,ADI202011118573204NQ2457,336,1579.0,963.0,Online
Foot Locker,1185732,2020-02-05,Northeast,New York,New York,YF7588,Women's Apparel,39.0,ADI202025118573212II0938,333,1299.0,351.0,Outlet
Walmart,1185732,2020-05-05,Northeast,New York,New York,QX5914,Women's Street Footwear,42.0,ADI202055118573263DK5912,333,1399.0,559.0,Outlet
Walmart,1197831,2020-10-26,South,Texas,Houston,NF8198,Men's Street Footwear,32.0,ADI20201026119783177PW9058,333,1066.0,426.0,Outlet
Walmart,1197831,2020-10-27,South,Texas,Houston,ST9664,Men's Athletic Footwear,34.0,ADI20201027119783175LD1314,333,1132.0,476.0,Outlet
West Gear,1128299,2021-02-12,West,California,San Francisco,YC4500,Men's Athletic Footwear,46.0,ADI2021212112829950AH4698,332,1527.0,321.0,Outlet
Sports Direct,1197831,2021-09-24,South,Texas,Dallas,RC6390,Women's Street Footwear,35.0,ADI2021924119783135XL7215,332,1162.0,546.0,Outlet
Foot Locker,1185732,2020-01-06,Northeast,New York,New York,MW3079,Women's Apparel,38.0,ADI202016118573219DN7884,330,1254.0,401.0,Outlet
Walmart,1185732,2020-04-26,Northeast,New York,New York,BN8384,Women's Apparel,50.0,ADI2020426118573200RG9779,330,1650.0,462.0,Outlet
Foot Locker,1185732,2021-08-06,Southeast,South Carolina,Charleston,HW1780,Men's Street Footwear,62.0,ADI202186118573294EQ3180,326,2021.0,1152.0,Online
Foot Locker,1185732,2021-08-18,Midwest,Missouri,St. Louis,RS2106,Women's Athletic Footwear,25.0,ADI2021818118573212LK2046,325,8125.0,3250.0,In-store
Foot Locker,1185732,2021-11-18,Midwest,Missouri,St. Louis,JH5876,Women's Athletic Footwear,25.0,ADI20211118118573240XC2073,325,8125.0,3250.0,In-store
West Gear,1185732,2021-01-11,Midwest,Missouri,St. Louis,FB0122,Women's Athletic Footwear,20.0,ADI2021111118573215LF2796,325,6500.0,2600.0,In-store
West Gear,1185732,2021-04-11,West,Utah,Salt Lake City,SA9397,Men's Athletic Footwear,25.0,ADI2021411118573240TU7130,325,8125.0,2844.0,In-store
West Gear,1185732,2021-04-11,West,Utah,Salt Lake City,QW5183,Women's Street Footwear,15.0,ADI2021411118573296FB4338,325,4875.0,1706.0,In-store
West Gear,1185732,2021-09-12,West,Utah,Salt Lake City,QQ9611,Women's Athletic Footwear,10.0,ADI2021912118573294WX7319,325,3250.0,1300.0,In-store
West Gear,1185732,2021-09-12,West,Utah,Salt Lake City,SC1645,Men's Apparel,20.0,ADI2021912118573209HC3657,325,6500.0,2275.0,In-store
Amazon,1185732,2021-03-09,Midwest,Ohio,Columbus,OZ6718,Women's Athletic Footwear,25.0,ADI202139118573204MX0453,325,8125.0,3250.0,Online
Foot Locker,1185732,2021-02-18,South,Mississippi,Jackson,ZC5587,Women's Athletic Footwear,25.0,ADI2021218118573245EV8598,325,8125.0,3250.0,Online
Walmart,1197831,2021-03-19,South,Arkansas,Little Rock,VS4116,Men's Athletic Footwear,20.0,ADI2021319119783154JU6823,325,6500.0,2275.0,Online
Walmart,1197831,2021-09-19,South,Arkansas,Little Rock,HK3776,Women's Athletic Footwear,15.0,ADI2021919119783172SW9422,325,4875.0,1950.0,Online
Walmart,1197831,2021-09-19,South,Arkansas,Little Rock,QN3059,Men's Apparel,25.0,ADI2021919119783172KR9210,325,8125.0,2844.0,Online
West Gear,1197831,2021-02-21,South,Arkansas,Little Rock,UV1281,Women's Street Footwear,15.0,ADI2021221119783130WT8174,325,4875.0,1950.0,Online
Kohl's,1197831,2021-02-14,Midwest,Kansas,Wichita,PO0202,Women's Apparel,20.0,ADI2021214119783112OE2136,325,6500.0,2275.0,Online
Kohl's,1197831,2021-10-14,Midwest,Kansas,Wichita,VD7333,Men's Athletic Footwear,20.0,ADI20211014119783184NT6874,325,6500.0,2275.0,Online
West Gear,1185732,2021-03-16,Northeast,West Virginia,Charleston,AV9653,Women's Street Footwear,20.0,ADI2021316118573234IT3878,325,6500.0,2600.0,In-store
Foot Locker,1185732,2020-03-16,Northeast,New York,New York,EU0664,Men's Street Footwear,58.0,ADI2020316118573203SH5945,325,1885.0,1150.0,Online
Foot Locker,1185732,2020-03-31,Northeast,New York,New York,OR4261,Women's Athletic Footwear,40.0,ADI2020331118573267FO0992,324,1296.0,518.0,Outlet
Sports Direct,1185732,2020-05-24,Southeast,Florida,Miami,OP9524,Men's Street Footwear,63.0,ADI2020524118573279YU2975,323,2035.0,1140.0,Online
Foot Locker,1185732,2020-01-21,Northeast,New York,New York,TH8636,Women's Street Footwear,32.0,ADI2020121118573276VT2479,323,1034.0,393.0,Outlet
Foot Locker,1185732,2020-01-30,Northeast,New York,New York,YZ4094,Women's Apparel,36.0,ADI2020130118573272WV6292,323,1163.0,314.0,Outlet
Walmart,1197831,2020-08-19,South,Texas,Houston,XT2461,Men's Athletic Footwear,33.0,ADI2020819119783198SK3245,323,1066.0,448.0,Outlet
Walmart,1185732,2020-05-02,Northeast,New York,New York,FB9051,Women's Apparel,53.0,ADI202052118573246RG4714,322,1707.0,478.0,Outlet
West Gear,1128299,2021-02-11,West,California,San Francisco,QP2109,Men's Street Footwear,40.0,ADI2021211112829969XR0311,322,1288.0,425.0,Outlet
Sports Direct,1197831,2021-09-18,South,Texas,Dallas,RC4538,Women's Street Footwear,33.0,ADI2021918119783152BG7651,322,1063.0,446.0,Outlet
Sports Direct,1197831,2021-04-17,South,Tennessee,Knoxville,AG3520,Women's Street Footwear,30.0,ADI2021417119783127GM4083,322,966.0,483.0,Outlet
Sports Direct,1197831,2021-09-08,South,Alabama,Birmingham,XX3591,Women's Street Footwear,31.0,ADI202198119783115UU6593,322,998.0,559.0,Outlet
West Gear,1197831,2021-11-20,South,Arkansas,Little Rock,GB5816,Women's Street Footwear,25.0,ADI20211120119783186LG0316,320,8000.0,3200.0,Online
Foot Locker,1185732,2020-01-02,Northeast,New York,New York,WC7564,Men's Athletic Footwear,36.0,ADI202012118573257AF7862,320,1152.0,403.0,Outlet
Foot Locker,1185732,2020-03-03,Northeast,New York,New York,QW2057,Women's Apparel,44.0,ADI202033118573215SP6387,320,1408.0,408.0,Outlet
Foot Locker,1185732,2020-03-10,Northeast,New York,New York,YL4766,Men's Street Footwear,59.0,ADI2020310118573256CE8117,319,1882.0,1129.0,Online
Walmart,1197831,2020-08-26,South,Texas,Houston,QE4848,Women's Street Footwear,37.0,ADI2020826119783160KM2797,319,1180.0,531.0,Online
Foot Locker,1185732,2020-08-12,Southeast,Florida,Miami,YM6815,Men's Street Footwear,43.0,ADI2020812118573282CL7798,319,1372.0,782.0,Online
Foot Locker,1185732,2020-03-11,Northeast,New York,New York,UA7297,Men's Athletic Footwear,41.0,ADI2020311118573254YS0099,318,1304.0,482.0,Outlet
Foot Locker,1185732,2020-02-06,Northeast,New York,New York,HW1766,Men's Street Footwear,54.0,ADI202026118573249SV9265,317,1712.0,1096.0,Online
Foot Locker,1185732,2020-01-08,Northeast,New York,New York,MA3391,Men's Athletic Footwear,39.0,ADI202018118573290AL0578,315,1229.0,405.0,Outlet
Foot Locker,1185732,2020-01-26,Northeast,New York,New York,PE3214,Men's Athletic Footwear,35.0,ADI2020126118573290BD6596,315,1103.0,397.0,Outlet
Foot Locker,1185732,2020-02-01,Northeast,New York,New York,LD0484,Men's Athletic Footwear,35.0,ADI202021118573218XY2160,315,1103.0,364.0,Outlet
Foot Locker,1185732,2020-02-02,Northeast,New York,New York,GZ7700,Women's Street Footwear,28.0,ADI202022118573231TR6328,315,882.0,335.0,Outlet
Walmart,1185732,2020-04-21,Northeast,New York,New York,QN8016,Women's Street Footwear,36.0,ADI2020421118573296QH0216,315,1134.0,442.0,Outlet
Walmart,1185732,2020-04-23,Northeast,New York,New York,GH8234,Men's Apparel,44.0,ADI2020423118573246BI1054,315,1386.0,513.0,Outlet
Walmart,1197831,2020-08-12,South,Texas,Houston,NO8735,Men's Street Footwear,24.0,ADI2020812119783145AV6639,315,756.0,295.0,Outlet
Walmart,1197831,2020-09-07,South,Texas,Houston,WR2138,Women's Street Footwear,36.0,ADI202097119783112NW3113,315,1134.0,431.0,Outlet
Kohl's,1189833,2021-05-25,West,California,Los Angeles,XT4148,Men's Street Footwear,39.0,ADI2021525118983383DR5877,315,1229.0,565.0,Outlet
Foot Locker,1185732,2020-01-27,Northeast,New York,New York,KC9984,Women's Street Footwear,27.0,ADI2020127118573298VO9322,314,848.0,348.0,Outlet
Foot Locker,1185732,2020-03-18,Northeast,New York,New York,RJ3386,Women's Street Footwear,37.0,ADI2020318118573258PK9070,314,1162.0,430.0,Outlet
Sports Direct,1197831,2021-04-23,South,Tennessee,Knoxville,SK1890,Women's Street Footwear,39.0,ADI2021423119783167ZD8598,314,1225.0,576.0,Outlet
Foot Locker,1185732,2020-01-07,Northeast,New York,New York,ZT0259,Men's Street Footwear,46.0,ADI202017118573259SF4493,313,1440.0,893.0,Online
Foot Locker,1185732,2020-03-04,Northeast,New York,New York,DV5840,Men's Street Footwear,55.0,ADI202034118573200JB0248,313,1722.0,1050.0,Online
Walmart,1185732,2020-05-03,Northeast,New York,New York,DS6476,Men's Street Footwear,62.0,ADI202053118573240HS2712,312,1934.0,1238.0,Online
Foot Locker,1185732,2021-02-07,Southeast,Georgia,Atlanta,IL1390,Men's Street Footwear,38.0,ADI202127118573221VF5059,312,1186.0,700.0,Online
Walmart,1185732,2020-04-28,Northeast,New York,New York,EA1719,Men's Athletic Footwear,40.0,ADI2020428118573280DN9729,312,1248.0,449.0,Outlet
Foot Locker,1185732,2021-07-05,Southeast,South Carolina,Charleston,IQ1256,Men's Street Footwear,63.0,ADI202175118573273NN8071,311,1959.0,1156.0,Online
Walmart,1185732,2020-05-04,Northeast,New York,New York,EY4318,Men's Athletic Footwear,43.0,ADI202054118573291OI3947,310,1333.0,467.0,Outlet
Foot Locker,1185732,2020-03-17,Northeast,New York,New York,TU9922,Men's Athletic Footwear,53.0,ADI2020317118573250XA6358,308,1632.0,669.0,Online
Sports Direct,1185732,2021-08-03,Southeast,North Carolina,Charlotte,PG3900,Men's Street Footwear,61.0,ADI202183118573228LH0161,308,1879.0,996.0,Online
Foot Locker,1185732,2020-01-05,Northeast,New York,New York,VS0489,Men's Apparel,43.0,ADI202015118573255GY3037,306,1316.0,487.0,Outlet
Foot Locker,1185732,2020-01-23,Northeast,New York,New York,ZJ6445,Men's Apparel,43.0,ADI2020123118573277YO6384,306,1316.0,461.0,Outlet
Walmart,1185732,2020-04-22,Northeast,New York,New York,VH0647,Women's Athletic Footwear,34.0,ADI2020422118573265FP3393,306,1040.0,406.0,Outlet
Walmart,1185732,2020-05-06,Northeast,New York,New York,DW9138,Women's Athletic Footwear,41.0,ADI202056118573295LY8073,306,1255.0,502.0,Outlet
Sports Direct,1197831,2020-07-31,South,Texas,Houston,CO9859,Men's Street Footwear,20.0,ADI2020731119783128ZL8183,306,612.0,257.0,Outlet
Sports Direct,1197831,2020-08-06,South,Texas,Houston,KX6689,Men's Street Footwear,23.0,ADI202086119783118RZ6015,306,704.0,260.0,Outlet
Sports Direct,1197831,2020-08-07,South,Texas,Houston,QA3323,Men's Athletic Footwear,29.0,ADI202087119783113BX3210,306,887.0,364.0,Outlet
Walmart,1197831,2020-10-21,South,Texas,Houston,OZ9517,Men's Athletic Footwear,31.0,ADI20201021119783171LI0110,306,949.0,379.0,Outlet
Walmart,1197831,2020-10-31,South,Texas,Houston,LE6347,Women's Apparel,41.0,ADI20201031119783164BV3008,306,1255.0,690.0,Outlet
West Gear,1128299,2021-01-11,West,California,San Francisco,EV2342,Women's Apparel,60.0,ADI2021111112829984EQ3291,306,1836.0,477.0,Outlet
West Gear,1128299,2021-02-06,West,California,San Francisco,IZ8002,Men's Athletic Footwear,46.0,ADI202126112829987YD2435,306,1408.0,282.0,Outlet
Kohl's,1189833,2021-05-01,West,California,Los Angeles,DD3522,Men's Street Footwear,36.0,ADI202151118983307VM0155,306,1102.0,496.0,Outlet
Sports Direct,1197831,2021-04-14,South,Tennessee,Knoxville,MP5566,Women's Apparel,37.0,ADI2021414119783102QJ3060,306,1132.0,668.0,Outlet
West Gear,1128299,2021-07-16,South,Louisiana,New Orleans,LF8897,Men's Street Footwear,62.0,ADI2021716112829982PT4514,306,1897.0,816.0,Outlet
Foot Locker,1185732,2020-03-09,Northeast,New York,New York,QA1442,Women's Apparel,64.0,ADI202039118573298FJ8463,305,1952.0,761.0,Online
Walmart,1197831,2020-08-30,South,Texas,Houston,MY4704,Men's Street Footwear,27.0,ADI2020830119783169KH1115,305,824.0,305.0,Outlet
Walmart,1197831,2020-08-31,South,Texas,Houston,JO2415,Men's Athletic Footwear,33.0,ADI2020831119783193LQ5522,305,1007.0,382.0,Outlet
Foot Locker,1197831,2021-08-08,West,Idaho,Boise,RC3463,Women's Street Footwear,39.0,ADI202188119783152TB9365,305,1190.0,511.0,Outlet
West Gear,1185732,2020-09-17,Southeast,Florida,Miami,WP5031,Men's Street Footwear,60.0,ADI2020917118573226AA9799,304,1824.0,1040.0,Online
Walmart,1197831,2020-08-29,South,Texas,Houston,MR4556,Women's Apparel,36.0,ADI2020829119783194WD4727,302,1087.0,565.0,Outlet
West Gear,1128299,2021-01-18,West,California,San Francisco,EX9180,Men's Street Footwear,45.0,ADI2021118112829946IY5625,302,1359.0,544.0,Outlet
Sports Direct,1197831,2021-04-01,South,Tennessee,Knoxville,CN6674,Men's Apparel,30.0,ADI202141119783179RP4270,300,9000.0,3150.0,Outlet
Sports Direct,1197831,2021-09-28,South,Alabama,Birmingham,UQ7464,Men's Apparel,30.0,ADI2021928119783163UM9571,300,9000.0,4050.0,Outlet
Foot Locker,1185732,2021-05-19,Midwest,Missouri,St. Louis,ZF7240,Women's Street Footwear,30.0,ADI2021519118573223EN7214,300,9000.0,3150.0,In-store
Foot Locker,1185732,2021-09-19,Midwest,Missouri,St. Louis,JG0890,Women's Street Footwear,15.0,ADI2021919118573227XH9399,300,4500.0,1575.0,In-store
West Gear,1185732,2021-02-11,West,Utah,Salt Lake City,MV5433,Women's Athletic Footwear,20.0,ADI2021211118573215LX3297,300,6000.0,2400.0,In-store
West Gear,1185732,2021-10-11,West,Utah,Salt Lake City,YE7101,Women's Street Footwear,20.0,ADI20211011118573271XG6819,300,6000.0,2100.0,In-store
Amazon,1185732,2021-01-22,Midwest,Ohio,Columbus,XF3742,Women's Street Footwear,30.0,ADI2021122118573273CE4432,300,9000.0,3600.0,Online
Foot Locker,1185732,2021-04-17,South,Mississippi,Jackson,TS6923,Women's Athletic Footwear,20.0,ADI2021417118573243JM0160,300,6000.0,2400.0,Online
Sports Direct,1197831,2021-01-23,South,Mississippi,Jackson,GV6776,Women's Athletic Footwear,20.0,ADI2021123119783113BB3167,300,6000.0,2400.0,Online
Walmart,1197831,2021-04-20,South,Arkansas,Little Rock,EC0272,Men's Athletic Footwear,25.0,ADI2021420119783122ZH8094,300,7500.0,2625.0,Online
